gene_id,pLI,mis_z,lof_z,Num_coding_exons,LOEUF,Mis.OEUF,GTEx_mean_expression,Num_tissues_expressed,Num_paralogs,Num_interaction_partners,Num_transcript_isoforms,MetaLR_score,CADD_raw,DANN_score,Genic_phastCons100way,Genic_phastCons30way,sHet,GO_embryo_dev,Promoter_CpG_density,Promoter_phastCons100way,Exonic_phastCons100way,PPI_degree,Tissue_specificity_tau,Num_enhancers,H3K4me3,H2AZ,H3K27me3,H3K9ac,Presence_pathogenic_SNVs,CRISPR_HAP1_KO_qvalue,Percent_pathogenic_SNVs
ENSG00000179598,-0.67741863,0.18643814,-1.00650142,-0.8246276,1.69028348,-0.40469634,-0.05176626,0.42378236,-0.24190265,-0.25214624,-0.81938411,-0.79700531,-0.4038308,0.08600688,-0.49144372,-0.16659368,-0.8109837,1,0.51199416,-0.48069645,0.26810563,-0.69776,-0.21576738,-0.16731683,0.29069101,0.38926993,-0.27182684,0.35879992,1,0.45579937,0.00854701
ENSG00000156076,-0.68372146,-0.24016475,-0.50972654,-0.00968105,0.33477238,0.14752269,-0.05191163,0.35680762,-0.24190265,-0.09049159,-0.58491297,0.4201131,0.74739551,0.65419619,0.93697203,0.5305743,-0.67014725,0,0.88156023,0.14266199,-0.12164205,0.27181181,0.69609862,-0.69923452,-0.22675667,-0.14931529,1.35951936,-1.04541373,0,0.45579937,0
ENSG00000187778,-0.23012714,1.09687019,0.7466537,0.39779223,-0.93525603,-1.11054023,-0.00186099,0.42378236,-0.24190265,0.96026363,0.93914945,0.4866721,1.12769482,0.96935787,1.03048193,1.06907914,-0.53701256,0,-1.32003255,2.47794446,1.04635453,3.42621872,-1.20915769,0.89000526,0.54542381,0.25537465,-1.36199654,0.62158067,0,-2.3448007,0
ENSG00000160856,-0.68372146,-1.5215734,-1.00065293,0.39779223,0.71537385,1.13570413,-0.06358058,0.35680762,0.13033024,-0.17131892,0.47020717,-1.04453087,-1.79012924,-1.09261588,-1.72486713,-2.09134127,0,0,0,0,0,1.13743758,1.10784202,-1.60855383,-0.75062442,-4.4740437,0.67687631,-1.71449922,0,0.45579937,0
ENSG00000128965,-0.68315856,-0.41955606,-0.62063901,-0.72275928,0.65838539,0.38834002,-0.05883994,0.42378236,-0.24190265,-0.17131892,-0.58491297,-0.2696053,0.08327069,-0.0865376,0.71954392,0.53385561,-0.77902959,0,0,0,0,-0.69776,0.43620959,0.73793464,0.37800902,0.26799148,0.55399584,0.43747747,0,-2.07814675,0
ENSG00000211460,1.47069406,1.02790042,0.37222867,-0.41715433,-0.96375026,-1.67936736,-0.02440792,0.42378236,-0.24190265,-0.17131892,0.47020717,0.11366526,0.72261552,0.54005741,0.76077453,0.82320232,2.3666257,0,0,0,0,1.41849258,-1.14891863,0.83632972,0.40093079,0.37597524,-1.32044855,0.43776293,0,0.45579937,0
ENSG00000284753,0,0,0,0,0,0,0,0,-0.24190265,-0.25214624,-0.81938411,-0.03918161,-0.15321075,0.50597952,0.09004755,0.37337629,0,0,0.01739494,0.00510782,0.01973584,0.01128647,-0.00355435,0.02885296,0.03080062,0.02908363,0.00710898,0.02631501,0,-0.00653867,0
ENSG00000158815,1.93494282,0.83077736,0.34570944,-0.51902265,-1.26701025,-1.23510091,-0.05328483,0.42378236,-0.24190265,-0.17131892,-0.4676774,1.62974188,1.15710975,0.98055162,0.90646071,1.05671246,0.84197503,0,-2.28426159,1.58100978,1.30843757,-0.08602718,0.90829657,-1.00234096,-0.42854711,-0.66470413,1.55442767,-0.18911342,1,0.45579937,0.02
ENSG00000178149,-0.68372146,-0.39701662,-0.60796476,0.19405559,0.43857278,0.28038742,-0.02661304,0.42378236,-0.24190265,0.15199038,0.82191388,-0.20036775,-0.54040372,-0.13758475,-0.58691524,-0.31894653,-0.72560886,0,0.37770527,0.41878906,-1.42579176,1.24138363,-0.88357068,0.64239481,0.92464204,0.60239444,-0.95021716,1.01390311,1,0.45579937,0.05555556
ENSG00000117528,-0.6622581,1.36661345,1.28533506,1.3146071,-1.00242099,-1.20603675,-0.04435102,0.42378236,-0.24190265,-0.25214624,-0.11597069,3.47539384,1.13809793,0.71815173,0.98827796,1.03083606,-0.06421086,0,1.61286999,-0.09871005,1.17701887,-0.69776,-0.69508462,1.03070277,0.53723559,0.70950457,0.49075225,0.58437474,1,0.45579937,0.02
ENSG00000172530,2.03844701,1.27527511,1.11715938,0.29592391,-1.33213991,-1.16451652,-0.05805205,0.42378236,-0.24190265,3.95087466,2.34597629,-0.67825037,0.95443854,0.64558828,0.81617878,0.5088748,2.65746027,0,1.89549425,0,0.04627445,3.62479998,-1.04994387,1.05213785,0.66976156,0.88136148,-0.47378507,0.98789084,1,-2.3448007,0
ENSG00000134014,-0.68372146,0.81244755,-0.39805056,0.49966055,0.19840715,-0.80329054,-0.04442927,0.42378236,-0.24190265,-0.25214624,1.29085616,0.41582601,1.17996812,0.83569362,1.06980044,1.04887832,-0.7039039,0,-0.59184145,-1.03837108,0.98342516,-0.69776,-1.13959384,0.78257502,0.3193719,0.63681759,0.87788324,0.31522119,0,-2.3448007,0
ENSG00000257057,0,0,0,0,0,0,-0.06298808,-1.78638378,-0.24190265,-0.25214624,-0.81938411,0,-2.10289202,-2.45697081,-0.21021383,-0.82300788,0,0,0.01739494,0.00510782,0.01973584,0.01128647,-0.00355435,0.02885296,0.03080062,0.02908363,0.00710898,0.02631501,0,-0.00653867,0
ENSG00000146411,-0.68356942,0.40484242,-0.11443225,-0.51902265,-0.11909995,-0.4337605,-0.05932049,0.42378236,-0.24190265,-0.25214624,-0.81938411,0.29117179,-0.03008993,0.0104484,0.31806631,0.09198691,-0.36522009,0,0,0,0,-0.69776,0.24721857,0.60802806,0.12995783,0.650855,0.0448732,0.21571262,0,0.45579937,0
ENSG00000125266,2.02357462,0.80996216,0.59929638,-0.51902265,-1.43594031,-1.04410786,-0.03899166,0.42378236,-0.24190265,-0.17131892,-0.70214854,2.56941839,1.11244005,0.74434015,1.11347333,1.05423804,1.42541692,0,3.64117453,-0.04195414,1.00371831,-0.08602718,-0.33236795,0.82139236,0.87342967,0.72637427,0.81365837,0.79130216,1,0.45579937,0.00990099
ENSG00000174373,2.05518188,2.1300964,2.95563922,3.04636853,-1.41558729,-1.04825989,-0.05375245,0.42378236,-0.24190265,-0.25214624,1.40809173,1.62842198,0.60920787,0.23358586,1.03041719,1.02692437,7.12433249,0,0.39159687,0.62763805,1.2150434,-0.69776,-0.86876031,0.37350729,0.36116035,0.29104291,-0.92421581,0.25361974,1,0.45579937,0.11290323
ENSG00000228144,0,0,0,0,0,0,0,0,-0.24190265,-0.25214624,-0.81938411,-0.21695268,0.67510472,0.3953554,0.72203743,0.44092953,0,0,0.01739494,0.00510782,0.01973584,0.01128647,-0.00355435,0.02885296,0.03080062,0.02908363,0.00710898,0.02631501,0,-0.00653867,0
ENSG00000007129,-0.68372146,-0.85492774,-1.40024833,-0.41715433,1.56409476,0.91979894,-0.06236544,0.35680762,1.99149467,-0.25214624,-0.11597069,-0.79056535,-2.10111867,-1.77156782,-2.64513295,-2.5468793,0,0,0,0,0,-0.69776,-0.0624708,-0.01787323,0.32189521,0.08300561,1.37025166,0.15454721,0,0.45579937,0
ENSG00000187260,-0.68372146,-0.19489169,-1.07529871,-0.41715433,1.18552859,0.0935464,-0.05560951,0.42378236,-0.24190265,-0.25214624,0.00126488,-0.12725273,-0.92903728,-0.03763224,-0.31398126,-0.56811641,0,0,0.37184314,-1.01126854,0.28165294,-0.69776,0.2581127,0.51319122,0.32643835,0.20156826,1.2501059,0.12828817,1,0.45579937,0.01369863
ENSG00000065911,-0.67715487,-0.23603278,-0.04138985,-0.21341769,-0.24935927,0.14752269,-0.02417812,0.42378236,-0.24190265,-0.17131892,1.5253273,0.00300452,0.8098413,0.62382139,0.60958236,0.74692472,0.2126801,0,1.19568529,-0.73864887,0.51107584,-0.08602718,-0.84478468,0.88710929,0.49423872,0.48702168,-0.19992736,0.56937282,0,-2.19475776,0
ENSG00000186130,-0.30867968,0.72910908,0.15254155,-0.92649592,-0.58314879,-0.91124313,-0.05768875,0.42378236,0.00625261,-0.09049159,-0.81938411,-0.51972871,0.46815026,0.51365219,0.65990305,1.06273935,-0.13224556,0,0.2913575,0.72552605,-3.51287638,1.01959146,-0.97845068,0.41390124,0.30825355,0.24091467,-1.15292579,0.3418598,0,0.45579937,0
ENSG00000211764,0,0,0,0,0,0,-0.06402861,-2.52310583,-0.24190265,-0.25214624,-0.81938411,0,0,0,0,0,0,0,0.01739494,0.00510782,0.01973584,0.01128647,-0.00355435,0.02885296,0.03080062,0.02908363,0.00710898,0.02631501,0,-0.00653867,0
ENSG00000174886,-0.63493015,-0.18898111,-0.738815,-0.62089097,1.23844645,0.10185044,-0.00577866,0.42378236,0.00625261,-0.25214624,-0.11597069,-0.90326853,-1.6774958,-0.76545335,-1.49592675,-1.69278856,-0.005457,0,1.00177868,-0.15865449,-0.09554178,-0.08602718,-0.99833657,0.95803191,0.51214856,0.32871895,-0.97482935,0.53781676,1,-2.13778341,0.04854369
ENSG00000230601,0,0,0,0,0,0,-0.06353301,-2.79100475,-0.24190265,-0.25214624,-0.70214854,0,-3.2365132,-4.09468301,-2.34381934,-1.95940158,0,0,0.01739494,0.00510782,0.01973584,0.01128647,-0.00355435,0.02885296,0.03080062,0.02908363,0.00710898,0.02631501,0,-0.00653867,0
ENSG00000186862,-0.68372146,-0.89797172,-0.58388876,-0.11154937,0.42025506,0.69558971,-0.05985724,0.42378236,-0.24190265,-0.25214624,0.11850045,-0.74043495,-0.84105248,-1.05877692,-0.07997463,-0.18259406,0.65130803,1,0,0,0,-0.08602718,0.07355335,0.69049712,0.50919878,0.63626307,0.84468917,0.47747984,1,0.04418646,0.06267409
ENSG00000204695,-0.67915347,-0.38274112,-2.03104456,-0.92649592,2.09937917,0.33436372,-0.06488375,-3.12587841,1.74333941,-0.25214624,-0.70214854,-1.23772131,-1.04934973,-0.47884793,-2.07797994,-0.64433855,0,0,-2.712447,-1.12605577,-4.48250598,-0.69776,0.45360632,-1.60855383,-2.58530793,-3.88638688,0.23202549,-4.43031485,0,0.45579937,0
ENSG00000198398,-0.68372146,-0.97098026,-1.95520262,-0.51902265,2.07088494,1.57581855,-0.0647496,-2.99192895,-0.24190265,-0.17131892,-0.81938411,-0.89421004,-1.03058679,-1.00527238,-0.91603424,-0.96556286,-0.74907167,0,-2.24965154,0.55557717,-0.49266854,1.3343773,2.31777547,-1.60855383,-2.12988949,-0.26875778,0.22209369,-3.27301433,0,0.45579937,0
ENSG00000205423,0.43556997,0.83132104,0.00956168,-0.31528601,-0.52616034,-1.94924884,-0.05329028,0.42378236,-0.24190265,-0.25214624,0.35297159,-0.0099544,1.08813736,0.58753109,0.77195026,0.77141217,-0.59514074,0,-0.08518329,0.0412666,0.85535396,-0.69776,-1.12478806,1.019041,0.27766167,0.55971821,-0.03328608,0.50900249,0,0.45579937,0
ENSG00000168702,-0.68371454,0.88801916,4.35158899,8.24165282,-1.24258662,-0.27598364,-0.06339406,0.42378236,-0.24190265,-0.25214624,-0.35044183,2.32587168,1.17436695,0.7682116,0.96284699,1.02580384,-0.12496091,0,0.68994938,0.62731919,0.958814,-0.69776,0.22658394,0.18909083,0.09576626,0.44543857,0.89361738,-0.0028371,1,0.45579937,0.06796117
ENSG00000156959,1.10334867,1.02106558,0.00701665,-0.72275928,-0.63199604,-1.47591824,-0.05827803,0.42378236,-0.24190265,-0.17131892,-0.58491297,0.79644799,1.01107966,1.00074873,1.09855719,1.10694688,0.88733646,0,-0.06615832,0.65410288,0.75761611,-0.08602718,0.59193928,0.2909495,-0.17670028,-0.87646489,1.07351636,-0.56577378,1,-0.42245061,0.05172414
ENSG00000262874,0.26159309,-0.28932125,-0.77036831,-0.8246276,1.8164722,0.28453945,-0.06361349,-0.24596496,-0.24190265,-0.25214624,-0.70214854,0,-1.40732105,-1.28647399,-1.82702202,-1.51874001,0,0,0,0,0,0,1.848536,0.45087735,0.04851434,0.22022754,-0.3402552,-0.01264553,0,-0.00653867,0
ENSG00000153898,-0.68372146,-0.20004112,-0.73942581,0.39779223,0.53016137,0.08939437,-0.05902806,0.42378236,0.00625261,-0.25214624,-0.23320626,0.2136216,0.61749432,0.14337357,0.51891758,0.6289851,-0.79885752,0,0,0,0,-0.69776,0.34519111,0.47761958,0.43435858,0.44641684,1.18589058,0.05345978,0,0.45579937,0
ENSG00000185271,-0.68369362,-0.41960266,-0.22493752,-0.72275928,0.01522998,0.28869147,-0.06356608,0.42378236,-0.24190265,-0.25214624,-0.58491297,0.24527629,-0.38477309,-0.39856001,-0.19915418,0.19552031,0,0,-1.8559985,-0.22593256,-1.23866196,-0.69776,1.47178808,-0.15141361,-0.31830619,0.08030989,0.50816787,-0.25805051,0,0.45579937,0
ENSG00000282988,0,0,0,0,0,0,0,0,-0.24190265,-0.25214624,-0.58491297,0.31702223,0.41798109,-0.68554491,0.72733499,-0.74017852,0,0,0.01739494,0.00510782,0.01973584,0.01128647,-0.00355435,0.02885296,0.03080062,0.02908363,0.00710898,0.02631501,0,-0.00653867,0
ENSG00000187607,-0.68371224,-0.01073153,-0.21027814,-0.51902265,0.00301817,-0.08914261,-0.06052094,0.42378236,0.25440786,0.23281771,1.5253273,-0.92771012,-0.24124391,0.01079261,-1.21029013,0.56921726,-0.71373594,0,-0.69571507,-0.97587581,1.31290286,1.49528275,-0.89607106,0.49930783,0.14253409,0.2721948,-2.16022524,-0.00415379,1,-0.00653867,0.04761905
ENSG00000064932,-0.66436955,1.28948847,1.50527668,2.12955366,-1.04719764,-0.73685817,-0.00831871,0.42378236,-0.24190265,-0.25214624,0.23573602,0.51007507,0.2126898,0.4044419,0.2758774,-0.39177569,0,0,0,0,0,-0.69776,-0.70646162,0.78257502,0.73105026,0.48739387,-0.04734885,0.79617697,1,0.45579937,0.046875
ENSG00000171722,-0.68372146,-0.66552883,-1.64384347,-0.72275928,1.95080212,0.72465387,-0.06259472,0.28983289,-0.24190265,-0.09049159,-0.70214854,-1.09034288,-0.54585578,0.1782528,-0.55680479,-0.17742499,0,0,-2.21570181,-1.15028863,-1.61655148,0.88354728,1.8735242,-1.60855383,-1.10885113,-0.35650175,0.55676534,-0.53994022,0,0.45579937,0
ENSG00000288646,0,0,0,0,0,0,0,0,-0.24190265,-0.25214624,-0.81938411,0,0,0,0,0,0,0,0.01739494,0.00510782,0.01973584,0.01128647,-0.00355435,0.02885296,0.03080062,0.02908363,0.00710898,0.02631501,0,-0.00653867,0
ENSG00000189308,2.05504493,1.48653387,1.5630489,0.19405559,-1.5377054,-1.25586103,-0.05917279,0.42378236,-0.24190265,-0.25214624,0.23573602,-0.23417415,0.62922589,0.59760958,1.11684474,0.93695694,1.10404345,0,1.15344537,1.73469713,1.09734938,1.01959146,-0.81212323,0.59120713,0.68592573,0.93953388,-0.50193909,0.62343428,1,-2.3448007,0
ENSG00000138382,-0.68357989,-0.17493861,-0.65221776,-0.31528601,0.68077371,0.08524235,-0.02045347,0.42378236,-0.24190265,-0.09049159,0.47020717,-0.12408662,0.52485593,0.38700027,0.56326557,0.57823749,1.14886859,0,0.28173324,-0.81230401,1.42915669,0.27181181,-1.17054887,0.69049712,0.46146182,0.59407614,-0.9443825,0.59348956,1,0.45579937,0.17647059
ENSG00000007923,2.05227861,0.82549589,1.44831888,0.60152887,-1.39116366,-0.79913851,-0.03944083,0.42378236,-0.24190265,-0.00966427,0.35297159,-0.59258971,1.14456934,0.84818268,1.03398739,0.86227477,3.76740763,0,0.33218774,0.105675,0.81688066,0.52570211,-0.98465173,0.80417399,0.22635308,0.28168125,0.42554899,0.34491068,1,-2.3448007,0.03333333
ENSG00000186645,0,0,0,0,0,0,-0.06492204,-3.12587841,-0.24190265,-0.25214624,-0.81938411,0,0,0,0,0,0,0,0.01739494,0.00510782,0.01973584,0.01128647,-0.00355435,0.02885296,0.03080062,0.02908363,0.00710898,0.02631501,0,-0.00653867,0
ENSG00000006831,0.30826447,1.45142763,0.40393976,-0.31528601,-0.83349093,-1.71258354,-0.01064844,0.42378236,-0.24190265,-0.17131892,-0.11597069,0.29388883,0.8557786,0.63537686,0.91208963,0.98304906,0,0,0,0,0,-0.08602718,-0.69674335,0.98902456,0.46058178,0.40104127,-0.29116443,0.41916554,1,0.45579937,0.01515152
ENSG00000162819,-0.68372146,-0.31153449,-0.4575025,0.19405559,0.26557212,0.22641113,-0.04187106,0.42378236,-0.24190265,-0.25214624,0.11850045,-0.6442457,0.93477273,0.62450305,1.0313984,0.98855652,-0.6844037,0,1.16551231,0.38116435,0.98119,-0.69776,-1.34698154,0.83632972,0.65394624,0.62612761,-1.26273495,0.54790376,0,0.45579937,0
ENSG00000164399,-0.68372145,-0.42907047,-1.78422741,-0.51902265,2.04442601,0.52535677,-0.06491878,-3.05890368,-0.24190265,-0.25214624,-0.81938411,-0.95443981,-3.04715951,-1.65936398,-2.57860001,-2.57205091,-0.79093231,1,-2.44934021,-1.21852327,-2.72759717,-0.69776,1.79420275,-1.60855383,-1.74183305,-2.44107461,0.8241208,-1.79257568,0,0.45579937,0
ENSG00000094755,-0.68372146,-0.48164439,-1.06057824,-0.11154937,0.97182189,0.38003597,-0.06061376,0.42378236,-0.24190265,-0.25214624,0.23573602,1.27496627,0.59775518,0.45283248,0.58911679,0.73941109,-0.36781218,0,0,0,0,-0.69776,0.44119471,-0.55997784,-1.22087061,-1.27027609,0.62512481,-1.57932497,0,0.45579937,0
ENSG00000186431,-0.68372128,-1.11998759,-1.13496921,-0.51902265,1.43383543,1.25611279,-0.06094459,0.35680762,1.37110652,-0.25214624,0.58744274,-1.17030024,-2.12379986,-2.0931492,-2.34035067,-2.40291052,0,0,0,0,0,-0.69776,0.70692223,-1.60855383,-0.81627083,-4.4740437,0.22919852,-1.79793954,0,0.45579937,0
ENSG00000110628,-0.68370377,-0.51928262,-0.56581904,-0.00968105,0.48131412,0.40494811,-0.04925047,0.42378236,-0.24190265,0.07116306,0.58744274,0.65114218,-0.70261067,-0.24559422,-1.11777437,-0.97441169,0,0,-1.04691342,-1.49752001,-1.27297079,0.72264183,0.09044621,0.86475569,0.29437437,0.68346647,0.86351982,0.43593123,1,0.45579937,0.07317073
ENSG00000175395,-0.68360978,-0.72717833,-0.17912695,-0.51902265,-0.04379378,0.64991746,-0.03959979,0.42378236,0.50256312,-0.25214624,-0.58491297,-0.62609553,-0.04339542,0.49622723,-1.22449217,0.28281249,-0.73211886,0,0.24171097,-1.25359714,-3.41495184,-0.08602718,-0.70379305,-0.42435015,0.26381409,0.64688898,-0.79580017,0.17086649,0,0.45579937,0
ENSG00000169410,-0.38364421,1.02308496,0.82992713,0.29592391,-0.94746784,-0.97352347,-0.04950203,0.42378236,-0.24190265,0.96026363,-0.23320626,0.47619004,0.96596654,0.76354846,1.0778646,1.0782193,-0.53567183,0,1.14207165,0.05274533,0.88928148,2.55783942,-0.99122254,0.8111429,0.4314131,0.38318491,-0.79722135,0.33504445,1,0.45579937,0.02631579
ENSG00000204381,-0.68372146,-0.32006251,-1.09536628,-0.21341769,1.01863384,0.23056315,-0.05072835,0.42378236,-0.24190265,-0.09049159,0.23573602,-0.96452806,0.04521534,0.42442657,0.16202942,0.21577441,-0.74774584,0,0,0,0,0.88354728,-0.36037862,0.2794412,0.33501939,0.4036933,1.11731177,0.24727818,0,0.45579937,0
ENSG00000184544,-0.68372137,-0.33643506,-1.01181544,-0.41715433,1.16517558,0.27208338,-0.06006077,-0.982687,-0.24190265,-0.25214624,-0.58491297,0.90643616,0.66399488,0.25389122,0.86241933,0.68254582,-0.81067086,0,-1.89659827,-0.50748013,-2.0977279,-0.69776,2.04430332,-0.34462273,-1.09324944,-0.93828774,0.39173082,-0.73114361,0,0.45579937,0
ENSG00000080839,-0.68372146,0.33579498,0.53897913,1.21273878,-0.44067766,-0.27183161,-0.06051126,0.42378236,-0.24190265,-0.09049159,-0.4676774,1.84941721,0.76936295,0.50506782,0.90701936,1.02144419,-0.78393071,0,-0.42639865,-0.261963,0.9307683,-0.69776,-0.68691101,0.6598389,0.3086938,0.75738984,-1.23196531,0.37273033,0,0.45579937,0
ENSG00000142657,2.02201343,0.47513255,1.02518194,0.29592391,-1.29346917,-0.53756108,0.06201165,0.42378236,-0.24190265,-0.25214624,0.23573602,0.28594231,1.17475316,0.74504599,0.90869637,0.73853176,-0.23388794,0,1.08811623,-0.14653806,0.58571826,-0.69776,-0.50121991,0.66950316,0.46467764,0.27064051,-1.4620567,0.50881855,1,-2.3448007,0
ENSG00000118473,2.0551271,0.21043775,1.82666326,1.51834374,-1.49089346,-0.21370329,-0.05705534,0.42378236,-0.24190265,-0.25214624,5.15962999,-1.05688335,0.87205039,0.72140701,0.867187,0.8762905,4.25108416,0,0,0,0,-0.69776,-0.08157448,0.70615624,0.4959886,0.28859406,0.71501747,0.39157793,1,0.45579937,0
ENSG00000117523,2.05520927,1.32840047,4.05483832,2.3332903,-1.6415058,-0.55832119,-0.00895622,0.42378236,-0.24190265,-0.25214624,0.70467831,-1.21154861,0.64950356,-0.32846838,0.48520719,0.71420447,-0.13327345,0,-0.34267271,-0.18990213,0.31512439,-0.69776,-1.12315209,0.70615624,0.58221617,0.58463433,-1.13140089,0.52179892,1,-2.34079579,0.03703704
ENSG00000186103,-0.68291115,-0.48721323,-1.22180599,-0.62089097,1.87956656,0.47968452,-0.0649078,-3.05890368,-0.24190265,-0.25214624,-0.70214854,1.14115487,-2.33529331,-2.05470385,-2.40253576,-2.19482984,-0.80722965,0,-1.89798082,-0.58878776,-0.11903634,-0.69776,1.18142778,-1.60855383,-3.47953708,-0.29182351,-0.56514212,-2.32577037,0,0.45579937,0
ENSG00000172638,-0.66127921,0.1486601,0.41025144,-0.00968105,-0.66456087,-0.23446341,0.03773155,0.42378236,-0.24190265,3.22342874,1.40809173,2.001523,0.68328746,0.87114165,0.17249908,0.57585718,-0.30467859,0,-0.1252275,1.09699029,0.89179936,3.27352093,-0.63391151,0.73793464,0.52698615,0.31677569,0.07100004,0.71905037,1,0.45579937,0.05586592
ENSG00000174970,-0.68363465,-0.83832995,-1.45209571,-0.92649592,1.99354347,0.91979894,-0.06492345,-3.19285314,9.18799714,-0.17131892,-0.70214854,-1.15570141,-0.99479019,-0.8788365,-2.10083774,-2.38351173,-0.73426403,0,0,0,0,0.88354728,1.72700622,-1.60855383,-1.94330165,-1.42975641,-1.35947792,-4.16779081,0,0.45579937,0
ENSG00000215397,1.80895201,1.40086533,0.18338733,-0.8246276,-1.10215079,-1.85790434,-0.06438264,-1.78638378,-0.24190265,-0.25214624,-0.81938411,-0.85631612,0.33284266,0.50960788,0.73241736,0.78368287,0,0,0,0,0,-0.69776,1.2363194,-0.32097966,-0.09167817,-0.59797203,1.57290219,-0.56911274,0,0.45579937,0
ENSG00000213417,-0.68140203,-0.21867383,-1.38173068,-0.92649592,1.99964937,0.18904292,-0.06492139,-3.12587841,3.23227096,0.71778166,-0.81938411,-0.33057501,0.38038693,0.47262983,0.52721549,0.36778147,0,0,-2.33853132,-0.28651471,0.55330589,3.27352093,2.29839786,-1.60855383,-2.08690845,-1.22291751,0.7017405,-1.32409036,0,0.45579937,0
ENSG00000170561,-0.62391417,-0.17636771,-0.04179705,-0.62089097,-0.30024182,0.07278628,-0.05732654,0.42378236,0.13033024,-0.25214624,-0.70214854,0.31523125,0.39859328,0.48749724,0.85054729,0.69942096,-0.07667966,1,2.46492713,0.9633907,0.72715804,0.52570211,0.75470286,0.65738909,0.69760479,0.59143301,1.47626564,0.43551046,1,0.45579937,0.00826446
ENSG00000144119,-0.58592246,0.67334298,-0.50565449,-0.8246276,0.59122043,-1.02749977,-0.06124731,-0.982687,-0.24190265,-0.25214624,-0.81938411,0.9327407,0.77905717,0.5029599,0.36790249,0.59696423,1.16468923,0,1.12346801,0.71468503,0.53090899,-0.69776,0.67786054,0.24297925,-0.22382015,-0.31911576,1.65787161,-0.87787082,0,0.45579937,0
ENSG00000040933,2.05389458,1.98998213,1.84330776,1.41647542,-1.38098715,-1.33890148,-0.05028362,0.42378236,-0.24190265,-0.25214624,0.23573602,-0.49795996,0.97147675,0.7834338,0.99049761,0.84493596,-0.73272964,0,0.81231925,-0.59452712,0.71895406,-0.69776,-0.83822932,0.76755929,0.55744501,0.41734798,0.00613525,0.47587722,1,0.45579937,0.08823529
ENSG00000104497,-0.68372146,0.15715705,-1.2736381,-0.31528601,1.41755302,-0.342416,-0.05640957,0.42378236,-0.24190265,-0.25214624,0.47020717,-0.46179352,0.27991648,0.47899874,0.5543532,0.69190679,-0.72160156,0,0.17798312,0,0.50587867,-0.69776,-1.09140191,0.04623503,0.54485518,0.71197769,0.14051071,0.28677632,0,0.45579937,0
ENSG00000161055,-0.60020325,-0.35934731,-1.02411303,-0.72275928,1.85514293,0.59594116,-0.04165359,0.42378236,-0.24190265,-0.25214624,-0.70214854,-1.37983687,-1.5019914,-0.47066486,-2.76371976,-2.2004371,0,0,0,0,0,-0.08602718,1.18872866,-1.60855383,-0.03330989,-0.15587191,1.21725518,-0.6241304,0,0.45579937,0
ENSG00000211859,0,0,0,0,0,0,-0.0648946,-3.05890368,-0.24190265,-0.25214624,-0.81938411,0,0,0,0,0,0,0,0.01739494,0.00510782,0.01973584,0.01128647,-0.00355435,0.02885296,0.03080062,0.02908363,0.00710898,0.02631501,0,-0.00653867,0
ENSG00000053702,-0.68372146,-1.41633237,-1.14355136,-0.41715433,1.25472886,1.63394687,-0.04415546,0.42378236,-0.24190265,-0.00966427,-0.58491297,-0.62933685,-0.48546792,0.05155348,-0.4632184,-0.47843425,-0.8134864,0,0,0,0,0.52570211,-0.14156249,-1.3054474,-0.38871272,-0.67552617,0.12296385,-0.03016377,0,0.45579937,0
ENSG00000235118,0,0,0,0,0,0,-0.06461365,-1.98730798,-0.24190265,-0.25214624,-0.70214854,0,-2.08646892,-3.153543,0.49739618,0.08873937,0,0,0.01739494,0.00510782,0.01973584,0.01128647,-0.00355435,0.02885296,0.03080062,0.02908363,0.00710898,0.02631501,0,-0.00653867,0
ENSG00000211819,0,0,0,0,0,0,-0.06491699,-3.05890368,4.7212025,-0.25214624,-0.81938411,0,0,0,0,0,0,0,0.01739494,0.00510782,0.01973584,0.01128647,-0.00355435,0.02885296,0.03080062,0.02908363,0.00710898,0.02631501,0,-0.00653867,0
ENSG00000185821,-0.67717432,-0.9116647,-0.99372027,-0.92649592,1.67196576,1.02359951,-0.06492345,-3.19285314,1.61926178,-0.25214624,-0.81938411,-1.14024283,-0.6007367,0.11501911,-2.07045675,-2.24880798,-0.73432362,0,0,0,0,-0.69776,2.12843395,-1.60855383,-4.63286126,-3.55569348,0.26460106,-2.34455351,0,0.45579937,0
ENSG00000168303,-0.68327271,-0.74639356,-0.99002488,-0.8246276,1.5010004,1.01529547,-0.05737963,0.42378236,-0.24190265,-0.25214624,-0.81938411,0.77826171,0.97036798,0.97966184,1.00484732,1.11023006,-0.78016176,0,1.79632886,1.44836676,1.44177748,0.27181181,-0.82319591,0.48859815,0.48795279,0.27195321,0.13085371,0.38522127,1,0.45579937,0.09615385
ENSG00000109929,-0.6766164,-0.04931732,-0.2877998,-0.62089097,0.07832434,-0.08083856,-0.0310325,0.42378236,-0.24190265,-0.25214624,0.11850045,1.90561192,0.14845781,0.07351836,0.36339656,0.51269314,-0.2286144,0,0.58256183,-1.27209064,0.66919902,-0.69776,-0.2798361,0.8297538,0.44798474,0.3439941,0.66791166,0.50335101,1,-2.24509483,0.03181818
